ID,PERGUNTAS,RESPOSTAS,CLASSES,AUTORES,COMENTARIOS
,Como funcionam as fases do Floresta aleatória e quantas são?,"Duas fases; de treinamento: consiste em treinar cada árvore de decisão, os subconjuntos de dados são selecionados a partir do conjunto de dados de treinamento e definidos usando a estratégia bagging aleatória; e a segunda fase consiste em classificar os dados de teste pela votação maioritária",funcionamento,,
,Quais mudanças são exercidas por cada fase do Floresta aleatória?,"Duas fases; de treinamento: consiste em treinar cada árvore de decisão, os subconjuntos de dados são selecionados a partir do conjunto de dados de treinamento e definidos usando a estratégia bagging aleatória; e a segunda fase consiste em classificar os dados de teste pela votação maioritária",funcionamento,,
,O que cada fase do Floresta aleatória faz?,"Duas fases; de treinamento: consiste em treinar cada árvore de decisão, os subconjuntos de dados são selecionados a partir do conjunto de dados de treinamento e definidos usando a estratégia bagging aleatória; e a segunda fase consiste em classificar os dados de teste pela votação maioritária",funcionamento,,
,Quais os papéis de cada fase do Floresta aleatória?,"Duas fases; de treinamento: consiste em treinar cada árvore de decisão, os subconjuntos de dados são selecionados a partir do conjunto de dados de treinamento e definidos usando a estratégia bagging aleatória; e a segunda fase consiste em classificar os dados de teste pela votação maioritária",funcionamento,,
,Como é feito o treinamento da Floresta Aleatória?,"Cria uma amostra de N casos aleatórios e, com M variáveis preditoras escolhidas aleatoriamente, realiza divisão binária, nó por nó, com base em uma função.",funcionamento,,
,Como a Floresta Aleatória é treinada?,"Cria uma amostra de N casos aleatórios e, com M variáveis preditoras escolhidas aleatoriamente, realiza divisão binária, nó por nó, com base em uma função.",funcionamento,,
,Como se treina a Floresta Aleatória?,"Cria uma amostra de N casos aleatórios e, com M variáveis preditoras escolhidas aleatoriamente, realiza divisão binária, nó por nó, com base em uma função.",funcionamento,,
,Como ocorre o treinamento da Floresta Aleatória?,"Cria uma amostra de N casos aleatórios e, com M variáveis preditoras escolhidas aleatoriamente, realiza divisão binária, nó por nó, com base em uma função.",funcionamento,,
,O que é feito para treinar a Floresta Aleatória?,"Cria uma amostra de N casos aleatórios e, com M variáveis preditoras escolhidas aleatoriamente, realiza divisão binária, nó por nó, com base em uma função.",funcionamento,,
26,Quais as desvantagens do Random Forest?,"A maior limitação do Floresta Aleatória é que uma quantidade grande de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. Em geral, estes algoritmos são rápidos para treinar, mas muito lentos para fazer predições depois de treinados. Uma predição com mais acurácia requer mais árvores, o que faz o modelo ficar mais lento.",desvantagem,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",
27,Quais os pontos fracos do Floresta Randômica?,"A maior limitação do Floresta Aleatória é que uma quantidade grande de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. Em geral, estes algoritmos são rápidos para treinar, mas muito lentos para fazer predições depois de treinados. Uma predição com mais acurácia requer mais árvores, o que faz o modelo ficar mais lento.",desvantagem,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",
28,Qual a limitação do Floresta Randômica?,"A maior limitação do Floresta Aleatória é que uma quantidade grande de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. Em geral, estes algoritmos são rápidos para treinar, mas muito lentos para fazer predições depois de treinados. Uma predição com mais acurácia requer mais árvores, o que faz o modelo ficar mais lento.",desvantagem,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",
29,O que poderia justificar o não uso do Random Forest?,"A maior limitação do Floresta Aleatória é que uma quantidade grande de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. Em geral, estes algoritmos são rápidos para treinar, mas muito lentos para fazer predições depois de treinados. Uma predição com mais acurácia requer mais árvores, o que faz o modelo ficar mais lento.",desvantagem,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",
30,O que faz com que o Random Forest nao seja sempre viável?,"A maior limitação do Floresta Aleatória é que uma quantidade grande de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. Em geral, estes algoritmos são rápidos para treinar, mas muito lentos para fazer predições depois de treinados. Uma predição com mais acurácia requer mais árvores, o que faz o modelo ficar mais lento.",desvantagem,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",
,Quais são os malefícios do uso do algoritmo Floresta aleatória?,https://www.mql5.com/pt/articles/3856,desvantagem,,
,Que prejuízos o algoritmo Floresta aleatória pode causar à aplicação?,https://www.mql5.com/pt/articles/3856,desvantagem,,
,Quais são as desvantagens do uso do algoritmo Floresta aleatória?,https://www.mql5.com/pt/articles/3856,desvantagem,,
,Em qual situação o algoritmo Floresta aleatória pode prejudicar a aplicação?,https://www.mql5.com/pt/articles/3856,desvantagem,,
,Quais são as características ruins do algoritmo Floresta aleatória?,https://www.mql5.com/pt/articles/3856,desvantagem,,
,O que são os hiperparâmetros?,"Os hiperparâmetros são usados para parametrizar o processo de instanciação do modelo, como ferramentas que descrevem a configuração do modelo.",conceitoHiperparametro,,
,Qual a definição de hiperparâmetros?,"Os hiperparâmetros são usados para parametrizar o processo de instanciação do modelo, como ferramentas que descrevem a configuração do modelo.",conceitoHiperparametro,,
,O que significa hiperparâmetro?,"Os hiperparâmetros são usados para parametrizar o processo de instanciação do modelo, como ferramentas que descrevem a configuração do modelo.",conceitoHiperparametro,,
,Qual o conceito de hiperparâmetro?,"Os hiperparâmetros são usados para parametrizar o processo de instanciação do modelo, como ferramentas que descrevem a configuração do modelo.",conceitoHiperparametro,,
,Qual o significado de hiperparâmetro?,"Os hiperparâmetros são usados para parametrizar o processo de instanciação do modelo, como ferramentas que descrevem a configuração do modelo.",conceitoHiperparametro,,
,O que é uma árvore de decisão?,"Uma árvore de decisão é uma série de perguntas de sim / não sobre nossos dados que acabam levando a uma classe prevista ou valor contínuo, no caso de regressão.",conceitoArvore,,
,Qual a definição de uma árvore de decisão?,"Uma árvore de decisão é uma série de perguntas de sim / não sobre nossos dados que acabam levando a uma classe prevista ou valor contínuo, no caso de regressão.",conceitoArvore,,
,O que significa árvore de decisão?,"Uma árvore de decisão é uma série de perguntas de sim / não sobre nossos dados que acabam levando a uma classe prevista ou valor contínuo, no caso de regressão.",conceitoArvore,,
,Qual o conceito de uma árvore de decisão?,"Uma árvore de decisão é uma série de perguntas de sim / não sobre nossos dados que acabam levando a uma classe prevista ou valor contínuo, no caso de regressão.",conceitoArvore,,
,Qual o significado de uma árvore de decisão?,"Uma árvore de decisão é uma série de perguntas de sim / não sobre nossos dados que acabam levando a uma classe prevista ou valor contínuo, no caso de regressão.",conceitoArvore,,
16,O que é o algoritmo Random Forest?,Random Forest é um algoritmo supervisionado de classificação.,conceito,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",https://syncedreview.com/2017/10/24/how-random-forest-algorithm-works-in-machine-learning/
17,Qual é o conceito do algoritmo Random Forest?,Random Forest é um algoritmo supervisionado de classificação.,conceito,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",https://syncedreview.com/2017/10/24/how-random-forest-algorithm-works-in-machine-learning/
18,No que consiste o algoritmo Random Forest?,Random Forest é um algoritmo supervisionado de classificação.,conceito,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",https://syncedreview.com/2017/10/24/how-random-forest-algorithm-works-in-machine-learning/
19,Alguém me explica o que é o Random Forest?,Random Forest é um algoritmo supervisionado de classificação.,conceito,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",https://syncedreview.com/2017/10/24/how-random-forest-algorithm-works-in-machine-learning/
20,"Algoritmo Random Forest, do que se trata?",Random Forest é um algoritmo supervisionado de classificação.,conceito,"Eduardo José Silva, Igor Brehm, Israel Deorce Jr e Lucas Stein",https://syncedreview.com/2017/10/24/how-random-forest-algorithm-works-in-machine-learning/
,O que é o algoritmo Floresta aleatória?,"Floresta aleatória (random forest) é um algoritmo de aprendizagem de máquina flexível e fácil de usar que produz excelentes resultados a maioria das vezes, mesmo sem ajuste de hiperparâmetros. É também um dos algoritmos mais utilizados, devido à sua simplicidade e o fato de que pode ser utilizado para tarefas de classificação e também de regressão",conceito,"Bolivar Pereira, Eduardo Cardoso, Evandro Santos e João Marcelo Fantin",Verificar as classes. Há perguntas diferentes na mesma classe. Evitar respostas sim ou não.
,Qual a definição do algoritmo Floresta aleatória?,"Floresta aleatória (random forest) é um algoritmo de aprendizagem de máquina flexível e fácil de usar que produz excelentes resultados a maioria das vezes, mesmo sem ajuste de hiperparâmetros. É também um dos algoritmos mais utilizados, devido à sua simplicidade e o fato de que pode ser utilizado para tarefas de classificação e também de regressão",conceito,,
,O que significa o algoritmo Floresta aleatória?,"Floresta aleatória (random forest) é um algoritmo de aprendizagem de máquina flexível e fácil de usar que produz excelentes resultados a maioria das vezes, mesmo sem ajuste de hiperparâmetros. É também um dos algoritmos mais utilizados, devido à sua simplicidade e o fato de que pode ser utilizado para tarefas de classificação e também de regressão",conceito,,
